156.430707057	121.493112716	25.9230251258
105.200491063	157.794697351	8.0198923495
105.381746493	157.962806112	8.0239903702
105.292270894	157.965727213	8.4306934102
105.201887673	157.795457594	8.1194288495
105.389717308	157.720252874	8.6290343398
105.120535634	157.797638042	8.4267350505
105.203656483	157.963954397	8.2204098112
105.558659349	157.886821559	8.4339196995
105.470397549	158.043957063	8.2250045379
105.289338013	157.964130703	8.2216667602
105.203656483	157.963954397	8.2204098112
105.288789507	157.716939983	8.2195380798
105.468648327	157.884288501	8.1240996005
105.202083567	157.883739995	8.1201890925
105.387296288	157.886468948	8.4314058015
105.468648327	157.884288501	8.1240996005
105.203480177	157.884500238	8.2197255925
105.204820554	157.797054105	8.3284554995
105.469849043	157.796766343	8.2228758575
105.207809669	157.886856991	8.5282887425
105.118151259	158.043232252	8.2198370809
105.47193382	158.044793331	8.3344946879
105.287569203	157.7956339	8.1206857985
105.643120574	157.965691782	8.3363243672
105.119511224	157.964614359	8.3286430122
105.468648327	157.884288501	8.1240996005
105.290697979	157.88551281	8.3304726915
105.384363407	157.884872438	8.2223791515
105.471581208	157.885885011	8.3331262505
105.29105059	158.04442113	8.3318411289
105.291403201	158.20332945	8.3332095663
105.388869204	157.966683351	8.5316265202
105.292094589	157.886273053	8.4300091915
105.472781924	157.798362854	8.4319025075
105.384363407	157.884872438	8.2223791515
105.290874284	157.96496697	8.3311569102
105.3876489	158.045377268	8.4327742389
105.384716019	158.043780758	8.2237475889
105.556079079	158.044133369	8.2262614869
105.205192754	157.964790665	8.3298999612
105.554506163	157.963918966	8.1260407682
105.290502084	157.79723041	8.3297124485
105.387296288	157.886468948	8.4314058015
105.474178534	157.799123097	8.5314390075
105.289514319	158.043584863	8.2223509789
105.29663703	158.047462102	8.7299871289
105.555354267	157.717488489	8.2234485878
105.470221243	157.964502903	8.2243203192
105.470397549	158.043957063	8.2250045379
105.387296288	157.886468948	8.4314058015
105.383814901	157.637681718	8.2202504711
105.3876489	158.045377268	8.4327742389
105.286721099	158.042064377	8.0232779789
105.473154124	157.966099414	8.4333469692
105.289338013	157.964130703	8.2216667602
105.117602753	157.796041532	8.2177084005
105.381746493	157.962806112	8.0239903702
105.381570187	157.883351952	8.0233061515
105.292094589	157.886273053	8.4300091915
105.290502084	157.79723041	8.3297124485
105.12527397	158.047109491	8.7274732309
105.473506735	158.125007734	8.4347154066
105.551712943	157.96239848	7.9269677682
105.383143103	157.963566355	8.1235268702
105.289161707	157.884676543	8.2209825415
105.555902773	157.964679209	8.2255772682
105.202436179	158.042648314	8.1215575299
105.203284283	157.796217837	8.2189653495
105.384892324	158.123234918	8.2244318076
105.472781924	157.798362854	8.4319025075
105.203656483	157.963954397	8.2204098112
105.470044937	157.885048744	8.2236361005
105.472605618	157.718908694	8.4312182888
105.291898694	157.797990653	8.4292489485
105.204820554	157.797054105	8.3284554995
105.206589364	157.965550908	8.4294364612
105.288117709	158.04282462	8.1228144789
105.286721099	158.042064377	8.0232779789
105.384892324	158.123234918	8.2244318076
105.291898694	157.797990653	8.4292489485
105.388869204	157.966683351	8.5316265202
105.384167512	157.796590038	8.2216189085
105.288965813	157.796394143	8.2202222985
105.7870172	157.783559119	6.4063857035
105.190259165	157.709769442	7.3025453308
105.557791655	158.124423796	8.3364358556
105.660159216	157.974966746	9.5506696672
105.209735195	158.125979714	8.6298778986
105.458908702	157.958344935	7.4180746692
105.196357467	157.880622998	7.7120894425
105.166097812	157.696617238	5.5805638808
101.792940118	155.560627592	-0.477658199
96.584802369	155.590884566	4.829754596
97.2151421945	156.088562969	6.2662461865
99.1558475825	156.588592025	8.8364644487
105.594912009	157.706127845	17.1598851201
108.842666579	157.342579792	20.7568431726
106.398656386	157.002424868	19.6036079185
103.767713895	155.742445608	22.907719704
102.805112386	155.496650428	22.1750381479
104.058901885	156.279421004	19.1551333552
109.233711453	157.16440656	18.1240422302
111.556583277	157.555624902	16.7384479797
112.474829078	157.188873932	20.5102157372
115.548021744	156.012014945	23.9981291561
117.370211432	155.859128949	24.3220454697
122.38688492	154.343763605	24.5915212628
105.835120551	155.980441116	22.3330458081
88.6214720245	146.250208911	24.1268534291
84.4816620295	140.080506253	26.4512488121
82.6621009775	136.954684695	26.8057606089
86.099574005	127.260881249	38.5449403162
93.9810204065	124.039089557	45.8472222003
96.9434997495	125.09691024	47.2132301167
100.991342424	136.558723521	44.3258800537
108.983741879	151.643861371	31.6759695561
117.860183968	149.044642776	35.8536708631
119.177631566	139.727883937	44.3210116902
124.220505091	114.816115002	49.9626869668
125.074667307	101.459083909	44.9945975481
123.139364186	97.6730395438	43.301804372
123.636697646	91.9311752574	36.8613703915
124.330331695	89.2401394781	31.0669446535
121.247534419	86.717205662	27.4476405529
